Path	Replication	ModificationTime	AccessTime	PreferredBlockSize	BlocksCount	FileSize	NSQUOTA	DSQUOTA	Permission	UserName	GroupName
/tmp/hive/root/f05868c8-409d-4580-81f2-7235430d5f22	0	2022-07-22 18:05	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/f05868c8-409d-4580-81f2-7235430d5f22/_tmp_space.db	0	2022-07-22 18:05	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/24da4bf8-c41b-4655-a208-099a72c98955	0	2022-07-22 18:05	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/24da4bf8-c41b-4655-a208-099a72c98955/_tmp_space.db	0	2022-07-22 18:05	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/5d991a19-9de5-4b2e-9e81-e60d253658db	0	2022-07-22 18:06	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/5d991a19-9de5-4b2e-9e81-e60d253658db/_tmp_space.db	0	2022-07-22 18:06	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/d62a337b-d2a0-4089-8596-4ed8c10dd3a2	0	2022-07-22 18:06	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/d62a337b-d2a0-4089-8596-4ed8c10dd3a2/_tmp_space.db	0	2022-07-22 18:06	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/dff0b786-2795-469f-b6ae-661570587251	0	2022-07-22 18:07	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/dff0b786-2795-469f-b6ae-661570587251/_tmp_space.db	0	2022-07-22 18:07	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/2c5bbd0f-e9a6-49d2-8122-a1a9b073d8e0	0	2022-07-22 18:07	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/2c5bbd0f-e9a6-49d2-8122-a1a9b073d8e0/_tmp_space.db	0	2022-07-22 18:07	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/9faaad81-a049-4c14-bf39-ed7448b052eb	0	2022-07-22 18:08	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/9faaad81-a049-4c14-bf39-ed7448b052eb/_tmp_space.db	0	2022-07-22 18:08	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/d25a72d1-5feb-4f0e-88bc-ad3589b68d86	0	2022-07-22 18:08	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/d25a72d1-5feb-4f0e-88bc-ad3589b68d86/_tmp_space.db	0	2022-07-22 18:08	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/e3d0a0da-e193-4821-979d-0a52243e93e8	0	2022-07-22 18:09	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/e3d0a0da-e193-4821-979d-0a52243e93e8/_tmp_space.db	0	2022-07-22 18:09	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/f280576a-e09f-4a27-a1c0-a062da9a2124	0	2022-07-22 18:09	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/f280576a-e09f-4a27-a1c0-a062da9a2124/_tmp_space.db	0	2022-07-22 18:09	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/data	0	2022-07-29 15:04	1970-01-01 08:00	0	0	0	-1	-1	drwxr-xr-x	root	supergroup
/data/order_report.csv	1	2022-07-25 14:12	2022-07-26 15:55	134217728	1	1907495	0	0	-rw-r--r--	root	supergroup
/tmp/hive/anonymous/7af06cc5-0f74-4103-9a71-7d5125c38af9	0	2022-07-25 14:32	1970-01-01 08:00	0	0	0	-1	-1	drwx------	anonymous	supergroup
/tmp/hive/anonymous/7af06cc5-0f74-4103-9a71-7d5125c38af9/_tmp_space.db	0	2022-07-25 14:32	1970-01-01 08:00	0	0	0	-1	-1	drwx------	anonymous	supergroup
/tmp/hive/root/57875b9a-b25d-4843-b7d5-82f7b677a6f0	0	2022-07-25 15:51	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
